cupper_points,aroma,flavor,aftertaste,acidity,sweetness,species,country_of_origin,variety,processing_method,color,altitude,unit
7.33,7.42,7.33,7.17,7.17,10,Arabica,Laos,Catimor,Washed / Wet,Green,1300,m
7.08,7.67,7.25,7.08,7.33,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1200,m
7.33,7.17,7.08,7.25,7.42,10,Arabica,Mexico,Catuai,Semi-washed / Semi-pulped,Green,1210,m
7.17,7.33,7.25,7.33,7.33,10,Arabica,Mexico,Typica,Washed / Wet,Green,1100,m
7.25,7.5,7.17,7.33,7.25,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,100,m
7,7.42,7.33,7,7.25,10,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,Blue-Green,NA,ft
7.33,7.33,7.33,7,6.83,10,Arabica,Colombia,NA,NA,NA,1800,m
7.25,7.17,7.25,7.08,7.17,10,Arabica,Brazil,NA,Natural / Dry,Green,NA,m
7.17,6.92,7.5,7,7.58,10,Arabica,Myanmar,Catuai,Washed / Wet,Green,3825,m
7.17,7.5,7.33,7,7.42,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1706.88,ft
7.25,7.25,7.25,7.17,7.25,10,Arabica,Nicaragua,Other,Washed / Wet,Green,110000,m
7.08,7.5,7.33,7,7.42,10,Arabica,Honduras,Caturra,Natural / Dry,Green,1450,m
7.17,7.25,7.33,7.17,7.33,10,Arabica,Panama,Caturra,Other,Green,1680,m
7.17,7.42,7.17,7.08,7.42,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1350,m
7,7.25,7.33,7.08,7.5,10,Arabica,Honduras,Catuai,Natural / Dry,Green,1450,m
7.25,7.33,7.33,7.25,7.25,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,1300,m
7.5,7.58,7.33,7.42,7.25,10,Arabica,Mexico,Typica,Washed / Wet,Green,1200,m
7.25,7.42,7,7.42,7.25,10,Arabica,Haiti,Typica,Washed / Wet,Green,1000,m
6.92,7.08,7.33,7.17,7.25,10,Arabica,United States (Hawaii),Arusha,Natural / Dry,Bluish-Green,NA,ft
7.33,7.33,7.08,7.08,7.08,10,Arabica,Taiwan,Typica,Other,Green,NA,m
7.33,7.58,7.42,7,7.67,10,Arabica,Indonesia,Mandheling,Semi-washed / Semi-pulped,Blue-Green,1350,m
7,7.67,7.42,6.83,7.17,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1500,m
8,7.83,7.5,7.67,7.67,10,Arabica,Costa Rica,Caturra,Washed / Wet,Blue-Green,185,m
7.17,7.5,7.25,7.17,7.17,10,Arabica,Malawi,Caturra,Washed / Wet,Bluish-Green,995,m
7.25,7.25,7.17,7.17,7.25,10,Arabica,Mexico,Typica,Washed / Wet,Green,1200,m
8.5,7.67,7.5,7.42,7.67,6.67,Arabica,Colombia,Caturra,Natural / Dry,NA,1550,m
7.33,7.67,7.17,7,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1550,m
7.17,7,7.33,7.5,7.33,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,NA,m
7.33,7,7.5,7.33,7.17,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,NA,m
7.25,7.17,7.25,7.08,7.42,10,Arabica,Colombia,NA,NA,NA,NA,m
7.42,7.33,7.25,7.33,7.08,10,Arabica,Brazil,NA,NA,Green,NA,m
7.33,7.08,7.5,7,7.25,10,Arabica,Nicaragua,NA,NA,Green,NA,m
7.25,7.25,7.08,7.08,7.33,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Bluish-Green,1400,m
7.25,7.42,7.25,7.33,7,10,Arabica,Brazil,Bourbon,Semi-washed / Semi-pulped,Green,1200,m
7.17,7.5,7.17,7,7.42,10,Arabica,Honduras,Caturra,Washed / Wet,Green,1400,m
7.25,7.17,7.42,6.83,7.5,10,Arabica,Guatemala,Bourbon,Natural / Dry,Green,1383.792,ft
7.83,7.42,7.58,7.5,7.92,9.33,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.33,7.08,7.25,7,7.5,10,Arabica,Colombia,NA,NA,NA,NA,m
7.17,7.17,7.17,7.17,7.42,10,Arabica,Taiwan,Other,Natural / Dry,Blue-Green,50,m
7.25,7.33,7.25,7.08,7.17,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1500,m
7,7.58,7.33,7,7.17,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1650,m
7.25,7.25,7.25,7.17,7.17,10,Arabica,Mauritius,NA,NA,Green,280,m
7.33,7.25,7.33,7.17,7.5,10,Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,Green,1250,m
7.08,7.17,7.33,7.17,7.42,10,Arabica,Myanmar,Other,Washed / Wet,Green,3800,m
7.17,7.5,7.17,6.83,7.5,10,Arabica,Guatemala,Other,Washed / Wet,Green,1219.2,ft
7.42,7.42,7.42,7.08,7.33,10,Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,None,1250,m
7.17,7.42,7.33,7.33,7.58,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
6.67,7.5,7.5,7,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1859.28,ft
7.17,7.25,7.25,7.08,7.33,10,Arabica,Mexico,Typica,Washed / Wet,None,1450,m
7,7.25,7.42,7,7.42,10,Arabica,Honduras,NA,NA,Green,1450,m
7,7.58,7.17,7.17,7.17,10,Arabica,Taiwan,Typica,Washed / Wet,Green,600,m
7.25,7.33,7.17,7.08,7.08,10,Arabica,El Salvador,Bourbon,Washed / Wet,Green,1450,m
7.17,7.25,7.08,7.25,7.17,10,Arabica,China,Other,Washed / Wet,Green,1700,m
7,7.25,7.25,7.17,7.25,10,Arabica,Taiwan,Typica,Washed / Wet,Green,600,m
7.25,6.92,7.17,7.08,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1050,m
7.08,7.42,7.08,7.08,7.33,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1550,m
7.33,7.08,7.25,7.17,7.33,10,Arabica,Burundi,NA,NA,Green,1700,m
7.17,7.25,7.17,7,7.25,10,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,Green,1700,m
7.08,7.25,7.17,7.25,7.25,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Bluish-Green,NA,m
7,7.25,7.25,7.08,7.25,10,Arabica,Taiwan,Yellow Bourbon,Other,Green,600,m
7.17,7.33,7.33,6.83,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.08,7.25,7.08,7.08,7.33,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,Green,940,m
7.08,7.17,7.5,6.92,7.33,10,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,Green,NA,ft
7.08,7.25,7.25,7.25,7.33,10,Arabica,Ethiopia,NA,NA,NA,NA,m
7.25,7.17,7.33,7.42,7.08,10,Arabica,Brazil,Catuai,Natural / Dry,Green,995,m
7.33,7.25,7.25,7,7,10,Arabica,Honduras,Caturra,Natural / Dry,Green,1400,m
7.17,7.25,7.17,7,7.33,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1600,m
6.83,8,7.08,7,7.33,10,Arabica,Myanmar,Other,Natural / Dry,Green,914.4,ft
7.25,7.42,7,7.08,7,10,Arabica,Myanmar,Catuai,Natural / Dry,Green,4287,m
7.25,7.08,6.92,7,7.25,10,Arabica,Nicaragua,Caturra,Washed / Wet,Green,900,m
7.33,7.5,7.08,7.67,7.67,9.33,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
7.58,7.42,8,7.83,7.75,8.67,Arabica,Colombia,Typica,Washed / Wet,Green,NA,m
7,7.25,7.08,7.25,7.25,10,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,Green,700,m
7.25,7,7.17,7.33,7.33,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1400,m
7.17,7.58,7.33,7.17,7.25,10,Arabica,Mexico,Caturra,Washed / Wet,None,808,m
7.25,7.42,7.25,7.25,7.58,10,Arabica,Vietnam,Catimor,Other,NA,1550,m
7.17,7.17,7.08,7.08,7.33,10,Arabica,Nicaragua,Caturra,Washed / Wet,NA,1187.5,m
7.33,7.25,7.25,7,7.17,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1400,m
7,7.33,7.33,7,7.17,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.08,7.33,7.08,6.92,7.42,10,Arabica,Mexico,Typica,Washed / Wet,Green,1250,m
7.42,7.58,7.42,7.33,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1550,m
7,7.33,7.33,7.17,7.08,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1000,m
7.17,7.33,7.33,7,7.33,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.42,7.58,7.5,7.33,7.33,9.33,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.08,7.17,7.17,7,7.17,10,Arabica,Brazil,Bourbon,Pulped natural / honey,Green,1100,m
7,7.42,7.25,7.25,7.17,10,Arabica,Taiwan,Typica,Washed / Wet,Green,850,m
7.08,7.25,7.17,6.92,7.25,10,Arabica,Nicaragua,NA,Natural / Dry,Green,NA,m
7,7.25,7.25,7.25,7.25,10,Arabica,Taiwan,Typica,Other,Green,200,m
7,7.25,7.25,7.25,7,10,Arabica,Taiwan,Typica,Washed / Wet,Green,150,m
7,7.25,7.25,7.25,7.08,10,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,Green,250,m
7.08,7.33,7.17,7.25,7.08,10,Arabica,Mexico,Typica,Washed / Wet,None,1300,m
7.08,7.25,7.08,7,7.17,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
7,7.33,7.08,6.92,7.08,10,Arabica,Nicaragua,Caturra,Washed / Wet,Green,1250,m
6.92,7.17,7.33,7,7.42,10,Arabica,Myanmar,Other,Washed / Wet,Green,3845,m
7.42,7.58,7.75,7.42,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1400,m
7,7.25,7.25,7.25,7,10,Arabica,Taiwan,Typica,Washed / Wet,Green,250,m
7,7.33,6.67,7.08,7.42,10,Arabica,Thailand,NA,Washed / Wet,Green,800,m
7.25,7.25,7.25,7.08,7.17,10,Arabica,Mexico,Typica,Washed / Wet,Green,1250,m
7.17,7.08,7.33,7,7.33,10,Arabica,Mexico,Other,Washed / Wet,Green,1100,m
7.75,7.42,7.42,7.5,7.92,8.67,Arabica,Ethiopia,NA,NA,NA,NA,m
7.42,7.83,7.67,7.58,7.75,10,Arabica,Colombia,NA,Washed / Wet,Green,NA,m
7,7.5,7,7,6.92,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
7.17,7.33,7.08,7.08,7.33,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1300,m
7,7.17,7.17,6.92,7.25,10,Arabica,Mexico,Other,Washed / Wet,Green,1100,m
6.75,7.5,7.17,7,7.17,10,Arabica,Mexico,Bourbon,Washed / Wet,NA,1100,m
7.33,7.17,7.08,7.08,7.08,10,Arabica,Mexico,Catuai,Washed / Wet,Green,1100,m
7.25,7.33,7.25,7,7.42,10,Arabica,Mexico,Typica,Natural / Dry,Green,1250,m
7,7.17,7.33,7.08,7.58,10,Arabica,Mexico,Mundo Novo,Washed / Wet,Green,1250,m
7.58,7.5,7.42,7.58,7.42,10,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.08,7,7.08,7,7.17,10,Arabica,Kenya,SL34,Washed / Wet,NA,1500,m
7.08,7.33,7.25,6.92,7.33,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1700,m
7.17,6.83,7.17,7.17,6.92,10,Arabica,Nicaragua,Caturra,Washed / Wet,Green,1250,m
6.83,7.17,7.08,7,7.25,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
7.17,7.58,7.08,6.83,7.17,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Blue-Green,NA,ft
7.25,7.5,7.42,7.25,7.58,9.33,Arabica,Guatemala,Bourbon,Washed / Wet,Green,190164,m
7.33,7.75,7.33,7.17,7.33,8.67,Arabica,Taiwan,Typica,Natural / Dry,NA,1000,m
7,7.08,7.08,7.25,7,10,Arabica,Taiwan,Typica,Washed / Wet,Blue-Green,600,m
7,7.25,7.08,6.92,7.5,10,Arabica,Thailand,NA,Washed / Wet,Green,800,m
7.17,7,7.08,7,7.25,10,Arabica,Peru,NA,Washed / Wet,Green,NA,m
8,7.58,7.5,7.67,7.75,10,Arabica,Costa Rica,Catuai,Washed / Wet,Bluish-Green,1100,m
6.67,7.58,7.08,7,7,10,Arabica,Mexico,Typica,Washed / Wet,Green,1400,m
6.83,7.58,7.08,6.92,7.58,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1022,m
7,7.25,7.08,7,7.17,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1300,m
6.92,7.25,7.17,7.17,7.08,10,Arabica,Mexico,Bourbon,Washed / Wet,None,1450,m
7,7.33,7.25,7,7.08,10,Arabica,Mexico,Typica,Washed / Wet,Green,1050,m
7.67,7.58,7.33,7.5,7.33,9.33,Arabica,Guatemala,Bourbon,Washed / Wet,Green,NA,m
7.33,7.25,6.83,6.92,7.08,10,Arabica,Mexico,Typica,Washed / Wet,NA,1100,m
7.25,7.42,7.42,7.25,7.58,9.33,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7,7.25,7.08,7,6.83,10,Arabica,El Salvador,Bourbon,Washed / Wet,Bluish-Green,1250,m
7.08,6.92,7.17,6.83,7.42,10,Arabica,Thailand,NA,Washed / Wet,Blue-Green,800,m
7,7.5,7,6.83,7.08,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
6.83,7.42,7.25,6.83,7.58,10,Arabica,Mexico,Typica,Washed / Wet,Green,1400,m
7.33,7.33,7.17,7,6.75,10,Arabica,Mexico,Caturra,Washed / Wet,None,975,m
7.08,6.92,7.17,7.17,7.17,10,Arabica,Mexico,Mundo Novo,Washed / Wet,NA,1264,m
7.17,7.17,7.17,7,7,10,Arabica,Thailand,Peaberry,NA,NA,NA,m
6.92,7.08,7,6.92,7.33,10,Arabica,Mexico,Typica,Washed / Wet,None,1250,m
6.92,7.25,6.92,6.92,7.33,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1550,m
6.92,7.25,7.17,7,6.75,10,Arabica,Colombia,NA,NA,NA,1800,m
7.08,7.08,7,6.83,7.33,10,Arabica,Guatemala,NA,NA,NA,1325.88,ft
7,6.92,6.92,7,7.42,10,Arabica,Nicaragua,Caturra,Natural / Dry,Green,1050,m
7,6.92,7,7.17,7,10,Arabica,Taiwan,Typica,Natural / Dry,NA,700,m
7.5,7.83,7.5,7.42,7.42,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1550,m
7,7.25,7.08,6.92,7.25,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1550,m
7,7.25,7.33,7,7.25,10,Arabica,Mexico,Typica,Washed / Wet,Bluish-Green,1100,m
7.42,7.08,7.33,7.25,7.58,9.33,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
6.83,7.25,7.33,6.83,7,10,Arabica,Guatemala,Other,Washed / Wet,Green,1219.2,ft
6.83,7,6.83,6.83,7.42,10,Arabica,Mexico,Typica,Washed / Wet,Green,800,m
7.08,7.42,7.25,6.83,7,10,Arabica,Cote d?Ivoire,NA,Washed / Wet,Bluish-Green,200,m
7.33,7.42,7.25,6.75,7.25,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1200,m
6.83,7,7,6.83,7.33,10,Arabica,Mexico,Typica,Washed / Wet,None,950,m
7,7.42,7.17,7.08,7.17,10,Arabica,Mexico,Typica,Washed / Wet,Green,750,m
7.17,7.17,6.5,6.33,7.25,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,NA,m
6.75,7.08,6.83,6.83,7.25,10,Arabica,Taiwan,Typica,Washed / Wet,Blue-Green,850,m
6.92,7,7,6.92,7.17,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1000,m
7.42,7.33,7.42,7.33,7.42,9.33,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7,7.58,7,6.75,6.92,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1650,m
6.83,7.08,7,6.92,7.42,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1320,m
6.83,7.25,7.17,6.75,7.25,10,Arabica,Guatemala,Catuai,Washed / Wet,Green,1550,m
7.33,7.17,7.42,7.5,8,6.67,Arabica,Costa Rica,Catuai,Washed / Wet,None,NA,m
7.17,7.25,7.08,6.92,7.08,10,Arabica,Mexico,Typica,Washed / Wet,None,1550,m
6.92,7.17,6.92,6.92,7.08,10,Arabica,Mexico,Typica,Washed / Wet,Green,1450,m
6.92,6.75,6.75,6.83,7.25,10,Arabica,Mexico,Typica,NA,NA,1200,m
7.67,7.58,7.67,7.42,7.42,8.67,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1700,m
6.92,7.42,7.08,6.75,7.33,10,Arabica,United States (Puerto Rico),Other,Washed / Wet,Green,853.44,ft
6.83,7.33,7,6.92,7.25,10,Arabica,Mexico,Typica,Washed / Wet,None,1500,m
6.92,7.25,7.08,6.75,7.33,10,Arabica,Mexico,Mundo Novo,Washed / Wet,Green,1100,m
7.25,7.17,7.25,7.25,7.17,10,Arabica,Mexico,Typica,Washed / Wet,Bluish-Green,1200,m
7.25,6.75,6.75,6.42,6.83,10,Arabica,NA,NA,NA,NA,NA,m
6.58,7.33,7.17,6.58,7.42,10,Arabica,Guatemala,Other,Washed / Wet,Green,1219.2,ft
7,7,7,7,7,10,Arabica,Honduras,Pacas,Washed / Wet,Green,1350,m
7,7.67,7.17,7.08,7.25,9.33,Arabica,Peru,Typica,Washed / Wet,NA,1400,m
7,6.75,7.08,6.67,7.25,10,Arabica,Mexico,Mundo Novo,Natural / Dry,None,1300,m
7,7.5,7.17,6.92,7.5,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,Green,1550,m
6.83,7.17,6.83,6.83,7.25,10,Arabica,Mexico,Typica,Washed / Wet,Green,12,m
7,7.33,7,6.75,7.08,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
6.75,7.5,7,6.92,7.08,10,Arabica,Mexico,Typica,Washed / Wet,None,1400,m
6.75,7.17,7,6.92,7,10,Arabica,Nicaragua,Caturra,Other,Green,1100,m
7.17,7.5,6.92,6.92,7.25,9.33,Arabica,United States (Hawaii),NA,Natural / Dry,Green,NA,ft
6.75,7.33,7.08,6.33,7.25,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
6.67,7.25,6.83,6.83,7,10,Arabica,Mexico,Typica,Washed / Wet,Green,1320,m
7,7.25,7.33,7.17,7.25,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,None,1250,m
7,7.67,7.17,6.83,7.33,8.67,Arabica,Mexico,Bourbon,Washed / Wet,NA,1350,m
7.08,7,6.92,6.83,7.17,9.33,Arabica,China,Typica,Washed / Wet,Green,1850,m
6.83,6.92,6.92,6.67,7.25,10,Arabica,Mexico,Caturra,Washed / Wet,None,1150,m
6.92,7.08,7,6.75,6.83,10,Arabica,Nicaragua,NA,NA,Green,NA,m
6.67,6.83,7.08,6.92,6.75,10,Arabica,Nicaragua,NA,Natural / Dry,Green,NA,m
7.17,7.33,7.17,6.92,7.58,10,Arabica,Guatemala,Other,Washed / Wet,Green,1219.2,ft
6.67,6.83,6.75,7.17,7.25,10,Arabica,Taiwan,Typica,Washed / Wet,Green,800,m
6.67,7,7,6.75,7.33,10,Arabica,Mexico,Typica,Washed / Wet,Green,1400,m
7.5,7.92,7.58,7.58,7.92,10,Arabica,Mexico,Typica,Washed / Wet,NA,1300,m
7.25,7.92,6.83,7.08,7.42,10,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.17,7.25,6.75,6.92,6.92,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1600,m
6.83,7.08,6.83,6.83,7,10,Arabica,Mexico,Typica,Washed / Wet,None,1400,m
6.92,7.25,7.17,7,6.83,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1200,m
6.83,6.83,7,6.92,7.08,10,Arabica,Brazil,Catuai,Natural / Dry,Green,NA,m
7.17,7.58,7.17,7,7.17,10,Arabica,Mexico,Typica,Washed / Wet,None,1500,m
7.83,7.5,7.75,7.58,7.83,8.67,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Bluish-Green,NA,ft
6.67,7.17,6.5,6.67,7,10,Arabica,Guatemala,Other,Washed / Wet,Green,1219.2,ft
6.5,7.17,7.17,6.5,7.17,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.75,7.25,7.25,7,7.5,10,Arabica,Mexico,Typica,Natural / Dry,Green,1300,m
7,7.17,6.08,6.17,7.25,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,NA,m
7.42,7.5,7.5,7.33,7.58,8.67,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
7.25,7.42,7.33,7.33,7.5,9.33,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
6.83,6.92,6.83,6.92,6.92,10,Arabica,Indonesia,Java,Washed / Wet,NA,1300,m
6.75,7.08,6.83,6.67,7.25,10,Arabica,Mexico,Typica,Washed / Wet,Green,1050,m
7.25,7.5,7.08,7.33,7.17,10,Arabica,Taiwan,Yellow Bourbon,Washed / Wet,Green,650,m
6.67,6.83,7,6.67,7,10,Arabica,Honduras,Pacas,Natural / Dry,Green,1350,m
7.33,7.58,7.33,7.5,7.42,9.33,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
7.25,7.42,7.25,6.83,7.33,9.33,Arabica,Guatemala,Other,Washed / Wet,Green,1219.2,ft
7.17,7.33,7.17,6.92,7.08,9.33,Arabica,China,Typica,Washed / Wet,Green,1200,m
6.67,7,6.83,6.83,7.17,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.08,7.25,7.33,7,7,8,Arabica,Mexico,Other,Washed / Wet,Green,850,m
7.08,7.42,7.17,7,7.17,9.33,Arabica,Colombia,NA,NA,Green,NA,m
6.83,7.5,7.25,7.42,7,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,1200,m
6.92,7.42,7.25,7,7,10,Arabica,Mexico,Typica,Washed / Wet,Green,1248,m
7.17,7.17,6.17,6.17,7.08,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,NA,m
7.17,7.42,7,7,7.17,10,Arabica,Nicaragua,NA,NA,Bluish-Green,1000,m
6.67,7,6.75,6.67,6.83,10,Arabica,Brazil,NA,Washed / Wet,NA,NA,m
6.5,7,6.83,6.67,7.17,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
6.67,7.17,6.75,6.58,7.33,10,Arabica,Taiwan,Typica,Washed / Wet,Bluish-Green,775,m
7.58,7.58,7.67,7.58,7.67,6,Arabica,United States (Hawaii),NA,Natural / Dry,Green,NA,ft
6.67,7.17,6.75,6.58,6.75,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
6.17,7.08,6.92,6.33,7,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7,7.5,7.33,7.42,7.58,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,890,m
6.67,7.33,7,6.83,7.17,9.33,Arabica,Guatemala,Other,Washed / Wet,Green,1219.2,ft
6.83,7.33,7,6.67,7,10,Arabica,Mexico,Typica,Washed / Wet,None,1500,m
6.83,6.83,6.83,6.83,6.75,10,Arabica,Haiti,Typica,Washed / Wet,NA,825,m
6.75,7.08,6.92,6.83,6.67,10,Arabica,United States (Hawaii),NA,Natural / Dry,Green,NA,ft
6.92,7.08,7,7,7.25,10,Arabica,Mexico,Other,Washed / Wet,Green,1200,m
7.67,7.42,7.75,7.42,7.67,9.33,Arabica,Peru,Caturra,Washed / Wet,Green,1200,m
7.42,7.67,7.33,7.17,6.67,6.67,Arabica,India,NA,Natural / Dry,Green,NA,m
6.58,6.67,6.33,6.42,6.83,10,Arabica,Mexico,Typica,NA,NA,1200,m
6.5,6.42,6.5,6.5,7.33,10,Arabica,Guatemala,Bourbon,Washed / Wet,None,NA,m
6.58,7.17,6.58,6.58,7,10,Arabica,Mexico,Typica,Washed / Wet,Green,1100,m
7,7.5,7,6.83,7.5,8.67,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
6.17,6.17,6.5,6.5,7.17,10,Arabica,Guatemala,Bourbon,Washed / Wet,NA,NA,m
7.08,7.25,7.08,6.83,7.17,9.33,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
7.5,7.5,7.33,7.33,7.58,8,Arabica,United States (Hawaii),NA,Natural / Dry,Bluish-Green,NA,ft
6.75,7.42,7,6.83,7.08,10,Arabica,Mexico,Typica,Washed / Wet,None,1400,m
6.67,7.33,7,6.5,6.08,9.33,Arabica,Indonesia,Other,Natural / Dry,None,3500,m
6.58,7.08,6.83,6.83,7.17,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1250,m
7,6.83,6.83,6.67,6.83,10,Arabica,Honduras,Pacas,Natural / Dry,Green,1350,m
6.67,6.83,6.5,6.5,6.92,9.33,Arabica,Philippines,NA,Washed / Wet,Green,1000,m
7,7.17,7,6.83,7.5,10,Arabica,Brazil,NA,Natural / Dry,Green,NA,m
6.83,7.92,7.58,7.17,7.58,8,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
6.5,6.67,6.5,6.33,7,10,Arabica,Guatemala,Bourbon,Washed / Wet,NA,NA,m
6.83,7.5,7.25,6.92,7,10,Arabica,Mexico,Pacamara,Washed / Wet,Green,1100,m
6.58,7.17,6.92,6.67,6.83,10,Arabica,Mexico,Mundo Novo,Washed / Wet,Green,1200,m
6.67,7.25,6.83,6.67,7.08,10,Arabica,Mexico,Other,Washed / Wet,NA,1100,m
6.75,7.17,7.17,6.83,7.17,10,Arabica,Mexico,Typica,Washed / Wet,Bluish-Green,1280,m
6.75,7,6.92,6.75,6.92,10,Arabica,Mexico,Typica,Washed / Wet,Green,850,m
6.42,7.08,6.75,6.58,7,10,Arabica,Mexico,Typica,Washed / Wet,None,1500,m
7,7.33,6.75,6.67,7.25,10,Arabica,Mexico,Typica,Washed / Wet,Green,1250,m
6.33,6.75,6.5,6.17,7,10,Arabica,Guatemala,Bourbon,Washed / Wet,NA,NA,m
6.42,6.75,6.67,6.17,7.17,10,Arabica,Guatemala,Bourbon,Washed / Wet,NA,NA,m
6.75,7.08,7,6.83,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1700,m
7.33,7.5,7.25,7,7.25,6.67,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Blue-Green,NA,ft
6,6.5,6.33,6.5,7.5,8.67,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
6.67,7,6.58,6.67,6.83,10,Arabica,Mexico,Typica,Washed / Wet,Green,1140,m
6.5,6.92,6.42,6.17,7.33,10,Arabica,Mexico,Typica,Washed / Wet,None,1200,m
7.08,7.67,7,7.17,7.58,10,Arabica,Mexico,Typica,Washed / Wet,Green,1250,m
7.33,7.17,7.17,7.17,7.58,6.67,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,NA,NA,ft
6.67,7.25,6.58,6.58,7,10,Arabica,Brazil,NA,NA,Green,NA,m
